Q12913 P46087
Q9NR63 Q9NQ84
P00480 P82663
Q66K64 P49842
P27930 O75648
P62241 Q9NZE8
Q9NP98 O15273
Q29980 Q8N8R3
Q8N3V7 P16070
Q13503 Q96RN5
Q9NZQ7 Q7KZF4
P54296 P21817
Q05D32 Q96RN5
Q9BV47 O00165
Q9P032 Q9BUB7
Q9H7H0 P22033
Q16790 O95470
Q9Y639 O94829
Q13291 Q86XX4
Q9Y6Q1 P23378
Q9BXJ2 Q96PD2
Q9BUB7 Q9Y2Q9
Q9UHD9 P78310
Q4L235 Q9Y3U8
O00567 P48634
Q7L2J0 P30050
Q96H15 P02751
P16871 Q8IX05
P11686 Q9UIW2
Q6NUK1 O43529
Q86X55 Q12824
P17813 P53801
P10619 P11912
Q6NT76 Q5SQQ9
Q0VDF9 O95848
O60942 P62487
P09661 Q13573
Q15543 Q5H9L4
O95147 P10747
O95831 P49753
Q9H8X2 Q9NX40
Q9BVT8 P05067
Q9H0D6 O60783
O95672 Q9HBH1
P01133 P14210
Q14512 P98160
Q9Y324 P20930
P60866 P16871
Q8IUZ0 P31323
Q12841 Q8TF66
Q9BVC5 P05067
O00567 Q8WTT2
Q9NTN9 P13473
Q16281 Q13563
Q92995 Q92547
Q15198 Q14515
Q8WZ42 Q9Y244
P62277 Q9ULX3
O75807 O75319
Q9Y661 P19823
P36578 P62244
P18858 P26641
Q9ULD8 Q96AG4
P50914 Q71UM5
P26367 P62508
Q86YD3 Q3SY69
Q08334 P29350
P32418 P06702
Q96DZ9 O60779
Q9Y679 Q8TCJ2
P04150 Q9UKP5
Q96RS6 Q96SW2
P10275 P38646
P11279 Q92542
Q96GX1 Q96N66
P40337 Q02878
Q8IYV9 Q8NHZ8
Q5RKV6 Q9H2M9
Q96HD1 Q96KR6
Q9P013 P04150
Q96CS3 Q9Y5V3
O00300 P04004
P03372 Q96QD9
P26022 P05156
Q76LX8 Q92628
Q12918 Q14393
Q5W111 Q8TB22
Q9NVH0 P51648
Q86X19 P61009
Q5T3J3 P35398
Q9NR99 Q9Y5K3
Q8IYG6 P55212
P62508 Q12796
Q9Y3B7 Q99848
P05981 Q9H6U8
Q16658 Q02978
Q13155 Q92598
Q9H6X2 P18031
Q96A22 P46531
Q969J5 Q14393
P04150 Q5BKY1
P02675 Q15813
P19387 O14802
O00339 Q14112
Q9H7H0 O75390
Q9NUX5 Q9Y3A5
P19883 Q92673
P26367 Q9UIU6
P31785 Q9NPF0
Q9NP98 P05067
O43291 Q9UHF1
P12018 P01871
Q12824 P30049
Q9Y3A5 P30613
Q8IY22 P07357
O15205 Q9UKF6
Q9H158 Q9BWL3
Q8TB96 P55854
Q9H400 Q9BXU9
Q5JSZ5 Q7Z7L7
P14314 Q8TCJ2
Q9BXR0 Q16651
Q12931 Q5TEU4
P10275 P46379
Q96RD7 P18031
Q12841 P20036
Q9H7E2 Q13045
P06748 P62273
Q96HR8 P55084
Q15262 Q8NBL1
Q8N9P6 Q70CQ2
Q96CF2 Q8WZ42
Q14114 O14713
Q92932 P22695
Q8WV92 Q96HA8
Q14512 Q96PZ2
Q96CS3 Q15629
A6NJ78 O00411
B9A064 P35475
O94888 Q9UNN5
Q8WWF1 Q9Y4K0
P60484 Q16643
P30038 P05067
Q15370 P07814
Q7Z4G1 Q9Y6G5
P29084 Q58FG1
Q86UE4 P09917
P62241 Q9UNX3
P05161 P13797
P00751 Q96DA0
P10451 Q9UHB7
O15393 Q5BVD1
Q8IYV9 Q8WUM9
Q5JTD7 Q96HA8
Q12824 Q7Z739
O75446 Q15125
Q9HC73 P55082
Q96HY6 O43395
O00255 Q9NS64
P30307 Q9Y597
P19388 Q9Y535
Q9BXK5 Q08629
Q9P032 O43169
P24752 Q6PI78
Q9H7E2 Q9Y520
Q9UIR0 O14672
Q9UNH5 Q9UNQ2
Q17R55 O14967
P09758 Q53R41
O75147 Q53GS9
O43462 Q9UBU6
Q8TB22 Q96K76
O60356 P16070
P00480 Q9Y2S7
P07307 Q9UHF1
P04150 P61009
P50222 Q9BRU9
Q15262 O43529
P13473 Q9NUM4
Q86WS5 Q9H6U8
Q13635 P35475
Q9UIR0 P17301
P00738 O00401
Q9UPM6 Q16656
Q7L5N7 Q13505
O60356 Q10570
Q9H9S0 Q9H9J4
O76038 Q9ULM6
P03372 Q86VU5
P12314 Q13021
P03372 Q96EY7
Q9NWT6 Q00587
Q8NBM4 Q9P0I2
P17813 O43148
Q9Y279 P01024
Q99848 P50914
Q8N4T0 P0CG47
Q8NB78 Q9UKF6
O95831 P00505
P13473 Q6AZY7
Q15370 Q96G79
Q96LR2 Q96HI0
Q16790 P78381
O95147 Q86SJ6
P32189 P25311
Q96PZ0 O43707
P10275 P08243
Q15125 Q96G79
Q8TDB4 Q9UM00
Q5BJD5 O95573
P11686 Q99943
Q8NB78 P20674
Q5XKR4 Q68CL5
P52849 A8K2U0
Q96DD0 Q93096
Q3ZCQ8 O60942
P43897 Q7L8L6
Q5TKA1 Q9Y4I5
P04183 Q5UIP0
Q96CF2 Q14257
P06401 P26641
P03372 Q12923
Q96BP2 Q96QE5
Q9NUX5 Q9UHV2
Q8N6P7 O95476
Q13573 P30050
P04040 Q96CN7
Q9UQV4 P78310
Q8WVJ2 Q9P2M1
Q13601 P62081
Q9UK85 P12110
Q9UK85 Q6V0I7
Q9UBX2 P62241
Q01628 Q8IVM0
Q9Y597 Q96Q05
Q8TC07 O00124
Q96CS3 P16260
P62136 Q969L2
P00480 P56181
Q9UMQ3 P11831
Q9UQV4 Q9UBM7
Q13635 O15031
Q8NBJ9 Q96BY9
P82673 P46781
Q7L8L6 P82675
Q99944 P01833
Q15256 Q9NSD9
Q14627 P21589
Q9UNX3 O95453
Q9P127 P62081
Q9H3D4 P25445
Q96HY6 O95470
Q9NYK5 Q8N5N7
Q9UBM8 Q24JP5
P60484 Q9NYB0
Q8N6Y2 Q6NUQ4
Q5HYK3 O75439
Q6NYC1 Q5HYK3
Q5J8M3 P08473
Q9BRN9 Q9H2X0
P08174 Q96EY7
Q96DN2 O00411
O43493 Q9P035
Q6UX71 O95476
P56589 Q02978
Q02083 P49641
O43592 P19438
Q96RN5 Q8IXW5
Q13635 Q99988
Q9Y3B6 Q5J8M3
O43570 O43147
O00567 O43395
P54317 P01137
P15927 O00255
P40189 P08887
P10827 O95971
P51648 Q5MIZ7
P17813 Q9P015
Q92820 Q9BTV4
Q6P1J9 O00512
O00339 P08603
P14625 Q96MS3
P02751 Q9NTK5
O15460 A5PL33
P48551 Q9UMW8
Q7L2J0 Q9HAV4
Q9NY26 Q9NP94
Q13275 P04278
Q99442 O00124
O95985 P05067
Q9H7Z7 Q96PZ0
P10643 P10909
P20036 Q96J84
Q92540 P28715
Q15262 O00462
Q96AG4 Q5SNT2
P30050 P08865
O60663 Q7L3T8
O75147 Q9NY61
Q01860 O60934
O14931 Q6ZMP0
Q8NBM4 Q9BTV4
Q86Y30 O95390
P19387 O15371
Q8NBM4 Q96AG4
P83111 Q9BXK5
P09038 O75056
Q9Y2J2 Q96HR8
Q9UHB7 P51825
Q16611 P28799
O00255 P13051
P29084 O75822
Q9BRU9 P62241
Q9NVH0 Q96C36
Q7Z417 Q9UHF1
Q6WBX8 Q99638
O75688 P07738
P05114 P14316
P16284 O15273
Q9H106 Q92673
Q9UBM8 P48645
O95870 P05177
O75648 P78395
O75462 P19823
Q02388 Q8N9N7
P83111 Q9NVH0
Q5BVD1 P50443
P62136 P62241
Q92820 Q641Q3
Q9Y4D7 Q9H3S1
O15496 Q7Z5V6
Q2HXU8 O94923
O60346 P05067
O00165 P13591
Q13573 Q8N201
Q6PI47 P05067
Q8N7C0 Q9UK28
Q9HBV2 Q9BRN9
Q96CS3 Q6NUK1
Q96CF2 P56134
Q6UY14 P23142
Q8WWZ8 O94985
P27694 Q8N201
Q9NY74 Q13472
Q96C01 Q5VTE6
P08118 Q92743
O95568 Q9UBP6
Q6IN84 Q9BVS5
P60484 P03372
Q9NYB0 Q96A72
Q9UQ10 O75882
A4D1S0 Q8TB96
Q7Z739 Q8ND04
Q5JVS0 Q9Y2R9
P54578 Q9Y2Q9
Q30201 O15533
P78310 A8MVW0
P40818 P60484
P03372 P05109
Q96A22 Q92738
P50222 O43633
P04196 P02671
Q9Y639 Q9NUQ2
P05161 Q9BTV4
Q96BY9 Q6MZM0
Q15262 Q12891
Q07812 O95084
Q12888 Q9Y5Q8
P05161 Q96AG4
Q9BTY2 Q9Y2E5
Q8NB14 P47897
P19320 P46779
Q9NS69 Q07812
Q9BRK5 Q8N729
Q86X19 Q96J84
O43920 P22735
Q12918 P03915
P54578 Q9UNQ2
P39905 P30990
Q9BUB7 P82675
Q96HN2 O75319
O00273 Q96CN7
Q15185 P10275
Q8N9P6 Q9H269
Q13291 Q96F46
O95498 Q9H490
P03372 Q8NFU5
P27695 Q96CM8
Q96AG4 Q9HDC9
P06748 Q15678
Q96HY6 O75534
P14859 P05067
Q9BQ70 Q9NQH7
P05120 P00750
Q9H106 Q86XX4
Q96BH3 Q01459
Q9NQC7 Q7Z7K6
Q8N386 Q7L8L6
Q6UX41 Q9NRU3
P58753 Q15629
Q6UXB1 P00750
P55211 Q9HD36
Q8NFN8 Q12789
Q9P209 Q96DR8
Q6PJP8 Q12888
Q9H9S0 Q96FX7
Q07021 Q5VTE6
Q8WVE6 Q9H3K2
Q16854 P08247
Q9UHD9 Q5JTV8
P38646 P51648
Q9BU64 Q96H22
P14138 Q6ZMP0
P62910 P32969
Q6NUS6 Q9BV81
Q8WZ55 P40426
Q9P278 P04150
Q13291 O94829
Q13332 Q99689
Q01628 P46379
Q9BSH3 Q8IUZ0
P01135 Q9HAV4
Q15906 Q96JC9
P40337 Q71UM5
Q96CM3 Q9Y399
Q96AG4 Q9UHQ9
P01135 P08246
P27930 Q96KP1
P55854 O15371
O95970 Q0VDF9
Q5T700 Q7Z7A3
P37231 Q9Y5X4
P09211 P28838
Q96BY7 Q9Y4E8
O14980 Q6ULP2
O00220 P21580
P62136 Q9BSF8
Q5J8M3 Q99848
Q9NSD9 Q9UBU3
Q9NUM4 O95297
Q9NUM4 Q6AZY7
P27487 Q96A65
O60828 P05067
Q99442 Q8WTV0
P60866 O75534
O00339 P61353
Q9ULY5 Q99943
Q8WY91 Q08188
P78324 Q9NPH3
Q14160 Q9UGJ0
Q9GZP9 Q9P0I2
Q15526 Q96EY7
P02751 P07814
Q9NYF8 P46781
P03372 O43491
O00555 Q14766
Q86WK7 Q9UBV2
P08865 P22695
Q9NWB6 Q5VTL8
Q99638 P27694
Q9NQC7 Q92626
P18031 P10912
P35030 P10646
Q96NH3 O95551
Q9BXB1 P46087
Q66K64 O95372
Q9UHP7 O95672
Q9Y4E8 P15880
O14798 Q8WUM9
O75319 P82663
P10275 P41235
Q05209 Q16851
Q9NX40 Q6NXR4
Q92820 Q8WYA6
Q9BZR8 Q13015
Q96HD1 Q6P1Q0
P08473 Q14978
Q07021 P43897
Q9UJM3 Q9BXS4
Q9NX40 Q9P035
Q7Z417 Q6P1X5
Q8TB22 P14735
Q9H816 Q9ULF5
Q96MF6 Q3ZCQ8
O43915 Q14257
P11279 O75147
Q86T26 O43592
P25445 Q5T3J3
Q7L2J0 Q6P1J9
Q9UHF4 P0CG47
Q01113 P78560
Q30201 Q13454
P40337 Q96B26
Q92844 Q14738
Q5T215 Q96Q05
P17813 Q96AP7
Q9NZJ7 P30049
Q9Y617 O95470
P62829 P46779
Q8TB96 P46779
Q96K76 P15880
Q14512 Q9H5J8
Q24JP5 O60353
Q9ULK4 Q86X29
P50914 P15880
Q9NPG4 Q4KMG0
Q6AZY7 Q96DZ1
P40259 Q5KU26
P29966 Q96N66
Q9UJV8 Q15573
O95831 Q9NXG6
Q9UBX2 P62906
P03372 Q13561
Q92820 O43157
Q86XK7 O43808
Q96HY6 P46781
P80370 P28799
Q86VU5 Q96S66
P62136 Q8IX15
Q8IYK4 Q99715
O43493 Q9Y3B7
Q92820 Q5VU97
Q02083 Q5RI15
Q2MV58 Q9HCN8
P40200 P15151
Q9H7H0 Q9Y399
P62917 Q9HAN9
Q9NTN9 P99999
P10415 P05067
O43561 P07766
Q8N6K0 Q03393
P10747 Q6UX71
Q4G1C9 Q9NS69
P78310 Q92953
Q96AG4 P62241
Q5JVS0 Q92552
Q9Y2I2 Q96Q11
O95470 Q14802
Q8IWZ6 Q8TCU4
Q96A22 Q9UIW2
P23921 Q5T3J3
Q8TDQ0 Q8NB78
Q6PJF5 Q96AG4
Q14978 Q96JC9
Q9HBL7 Q9NVH0
Q93009 Q16656
Q14108 Q96II8
Q9NRR4 Q86X55
P01127 Q8IYB3
O15194 P24588
Q9HCN8 Q9NPA0
O15355 P49589
P38646 P82673
Q9Y4L1 Q9NUY8
P03372 Q14126
Q70EL1 Q8NAV1
Q86UE4 Q6YHK3
P02751 Q9Y2X3
Q9Y5X4 Q8WXF8
Q9P015 Q7Z7F7
A6NJ78 Q96GC5
O76021 P62910
Q5SWW7 Q8TDC0
O00418 P62910
P27918 Q96SW2
Q9NUM3 Q9H9S5
P12830 Q02878
P37231 P62241
Q9NUY8 Q7L5A3
Q9UIW2 Q8NFY4
Q8WVJ2 Q02878
Q9NRQ2 P16144
P35680 Q9Y2W1
P20333 Q07021
O00625 Q9H0W9
P08582 Q8ND04
O14931 P34059
Q9UBR4 Q9UIG4
P03372 O75607
P49441 P20393
Q9UQV4 Q5JTV8
Q13021 P32189
O15205 P30305
A4D1S0 Q86UL3
Q05586 P51693
Q9UQV4 Q4KMP7
Q96HA8 O95848
Q9BSH4 Q15070
Q53H82 Q5MIZ7
P28702 P10276
Q99932 O75604
Q96GX1 Q8N2K0
Q96DP5 O75380
Q9UBV8 Q9H553
P01589 Q6UX53
Q9BXY0 O43159
Q07021 P02675
Q9BYE2 P40189
P04150 Q9H501
Q9BUN8 O95197
Q9Y2I2 Q14393
Q99608 P46777
O00567 P46781
P41586 P10909
Q9P209 Q96HN2
Q8WZ79 O00462
Q8WVM0 O00411
Q9ULY5 P39656
Q8NBP7 Q9BY50
O75489 Q9NPL8
Q9BT04 P46379
Q9NZQ9 Q13045
Q8WWU7 P00738
Q12824 Q7Z589
O75607 O95059
Q8WXI8 Q96S66
P08311 Q9UKP4
P11387 Q6P1X5
A8MVS5 Q6ZT07
O95672 O15533
Q96HY6 Q9ULX3
P46379 Q7Z7F7
P05067 P04181
Q86YD3 Q9H9P8
P03372 P08865
Q96IR7 Q9BSH4
Q9Y2Q9 P82664
Q9H251 O95390
P30203 P06127
P60891 P0CG47
P28799 Q9NSD9
O96015 Q86WP2
P13473 Q96SQ9
Q96EG1 Q96G46
Q92535 Q9UKY1
Q7Z4N8 O43521
Q969E3 Q14517
Q9H106 P12110
Q6AZY7 Q9UJ71
Q9BYD2 Q9Y3B7
P13489 Q00056
Q5BJH2 Q9NQC3
O60783 P82663
Q9UQV4 Q6GYQ0
Q9ULW3 Q96B23
O43491 P20719
P54578 P13797
Q13601 Q96G21
P04150 P20674
Q12805 Q14766
P55854 A4D161
Q13573 Q6P1J9
A2RU30 Q9UMX3
Q96A22 Q86X29
P51693 Q96GM8
Q9UK85 P16144
O75489 O43847
P40337 Q7Z443
P10644 O43491
O75503 P53007
P20333 O43592
O60356 P84996
Q99638 P10415
O43920 Q96AG4
Q96IQ7 Q9Y5L0
Q02297 Q86VI4
Q86X76 Q9BU61
Q969N2 Q9NZT1
O43766 P31944
O00418 P38646
Q9Y3U8 P46777
P00480 Q9Y2Q9
Q13158 O43422
Q66K64 P50053
Q9NX40 P51648
Q6UXL0 O14763
Q2HXU8 Q13021
O15205 P53396
Q9UIR0 P98153
Q9BQ70 Q9BUN8
P13473 Q9Y679
Q8WUK0 Q6UY14
P11686 P00742
Q13257 P09884
Q9P2M1 P38936
Q03405 P11717
Q9NQ55 P82664
Q8NBF2 Q9HC21
Q96NH3 O00165
Q9ULY5 P43490
Q9H106 Q96F46
P19320 P13224
Q9Y4E8 P06702
P43897 Q96CM8
P13473 Q9P2T0
P58062 P16452
O95831 O75880
P11279 O60245
O95831 O75431
Q15185 Q8N196
P10644 A8MV81
Q14442 P37287
P22695 P83111
P19623 Q5JVL4
Q53FT3 Q8TCD5
Q9BXY0 Q13601
O43247 Q9NTJ4
P46779 Q8WTT2
Q9UK85 Q13683
Q9Y6G3 Q9P015
P46779 P61353
P15586 P55210
Q99798 P55060
P22304 Q95460
Q99608 P32969
O75147 O00482
P08865 Q14749
P24588 P31323
Q9BV44 Q9H649
Q96PJ5 Q96SZ5
Q8NBF2 Q9Y3Y2
Q14512 Q9NQ55
P17813 O95999
P01589 Q96AG3
P26447 Q13426
Q9UBX2 P62081
Q9BRN9 Q96N66
Q9P032 Q9H936
P35243 Q13261
P54727 P61960
Q9NZJ6 Q07021
O95602 Q9Y2X3
P24592 Q5JS54
P43897 Q9P032
Q6P087 Q9HA77
P14770 Q86UL3
P10415 P63098
Q15459 Q9NY27
O95476 P51648
Q5J8M3 Q8WWY3
P55899 P61769
Q93009 Q13426
P38936 P05060
O95672 P18084
Q9UHD9 P02746
P55212 P05067
P38646 P51784
Q969N2 Q9ULZ3
Q96C19 P26640
Q9Y279 Q9H553
Q9NQW7 P55060
P02750 P02751
P27487 Q14696
P11279 O15519
Q16611 A8K2U0
Q9NZE8 Q9NVS2
O14980 P03372
Q0VD86 O95372
P49863 P26010
Q92932 Q96S66
Q10713 Q9NYK5
Q6ZNK6 Q14739
Q10713 P24752
O75147 P82673
P12830 Q6FI81
Q9BUB7 Q96C36
Q9UHD9 Q92621
Q15121 Q9H501
P20807 Q7Z6G3
P52655 P52657
P62241 P82675
P15927 O75128
P04150 O60783
Q8IWF2 Q9BSL1
Q8ND56 Q15032
Q9UJX0 Q96H22
O95970 O95147
P23352 Q9UNX3
Q01628 P11717
Q8TB22 P38646
Q86T26 Q15046
Q8IXW5 Q8N201
Q9UJM3 Q9BS86
Q9BXJ2 Q05707
Q9BXS4 Q9NRB3
Q96AG4 P62906
P01127 Q99848
Q13155 P38646
O60603 Q8TEY7
P20908 P17301
P62861 Q96FJ2
Q6P1J9 P0CG47
P30533 Q9NQC3
Q9Y279 Q86UL3
Q5HYA8 Q9P0I2
Q9Y262 O15371
Q13895 Q13155
Q6NYC1 P13798
Q8IV03 P05067
Q92540 P78316
P40337 P16070
Q5JSZ5 Q9H7E2
Q8NI22 P26640
P46776 P62249
O60356 Q7KZF4
P47871 Q9H490
O75607 Q9Y3B9
P14210 P46531
Q92820 Q6ZMP0
O95433 P62249
P22749 Q14739
Q6ICG8 Q6PI98
Q8NAV1 Q7Z417
Q8WTR2 P60903
Q92535 Q14442
Q9BZW8 Q96S97
P08473 A0PJW6
P40337 P15880
Q9BXK5 Q71RG4
Q9H3G5 Q8N2K0
O15519 Q9NVE5
O75147 O43707
Q8NHX9 Q9UJK0
Q96PQ1 O14735
Q9H0E7 P62487
P84090 Q9NRR4
Q16790 O14980
Q53H82 Q9UMX5
P62829 Q9UNX3
Q15116 Q96AG3
Q7Z7A1 Q8IXW5
P30307 P26640
P62917 P46087
Q96RS6 Q9Y5V3
P61927 Q9H9J2
Q16790 Q9H6U8
P51587 Q9H2U2
P20333 P19438
Q8N3V7 P06396
O15520 P19823
Q07812 P03915
P19388 Q9H1D9
Q9BVS5 Q5VTE6
O96015 O75844
O15118 Q969T9
Q96HY6 P57088
Q6GMV3 Q969E8
Q5T700 O95470
Q96HY6 Q14331
P14210 P14780
Q8WXI8 P27797
O43240 P05155
Q8IWZ6 Q4AC94
Q9UHD9 Q07020
Q96AG3 O00165
P55075 Q13601
O14980 P19388
O14980 Q9UPU7
P23280 Q6PCB7
Q15293 O00193
P18031 Q9UM00
Q9HCL2 Q07021
P62277 P62249
Q13573 Q5UIP0
P46379 Q96CS3
Q9Y4C4 Q8WW33
Q3T906 P05067
P20333 P62269
Q9Y2I6 Q6UWE0
P08235 Q9UNN5
P27695 Q9UDR5
Q96HD1 Q96N66
P50222 P62829
Q8WYR1 P05067
P26641 O60568
O00339 Q9Y3U8
Q13895 P78316
Q9NXK8 P51648
P05067 P62906
Q96KJ9 P05067
Q9NUM4 O94919
Q7Z739 O95985
Q96QD9 Q9Y3Y2
Q6WRI0 P05067
P46379 O95831
Q9Y3U8 P46779
Q9BZR8 Q08J23
O43493 Q9UBH6
Q9Y624 Q96S97
P29460 Q13568
P26367 Q9HCM7
P62249 Q71UM5
P54727 Q9H0A8
O75431 Q70CQ3
O00400 Q9UPU5
P50914 P62277
P11717 P54802
P40818 Q15257
O14980 Q9Y597
O43521 Q15370
Q9UJX0 Q8IX15
Q96CF2 O43707
P17813 Q5VWZ2
Q2MV58 P14314
Q99442 O14967
P23759 P13056
Q9UBI1 Q92598
Q96BY9 P22735
Q9NPD3 Q01780
Q86WK6 Q92990
Q7Z6A9 Q6UWY0
Q9Y2Z9 O75390
Q9NYK5 Q02878
Q9UBI1 Q86VX2
Q9NQC7 Q96A65
P55055 P46379
Q5KU26 Q9H061
O00555 P23142
O14763 Q86X29
P54578 Q02878
P62249 P62861
Q9UBR4 O00512
Q9BVS5 P43897
Q9BYE2 Q9UHI8
Q14766 P35556
O95197 Q9NPA0
Q9Y6C2 Q15750
Q9Y5Y6 Q8N766
P51888 Q05707
P12273 Q92628
Q969P0 P46781
P13473 Q02252
P31944 P36952
Q9HCN8 P78357
P38936 P0CG47
P20333 Q9ULC4
Q8NI37 Q2M3C7
O76021 P16871
Q00604 Q9ULV1
Q9Y679 Q6IMN6
Q5VX71 Q86XX4
P08243 Q9P2J5
P55899 O14917
P21580 Q96B67
Q14314 Q9NQC7
P40225 P40238
P20839 Q96EK7
Q16658 P29966
O00418 P62273
Q96FJ2 Q5VUB5
P36578 P62249
Q9UBP4 P46379
P38936 Q9H3G5
O43169 O43707
Q9P032 P53701
Q14232 P81605
P01589 P40189
O95831 O43715
P10747 P01732
P19835 P07738
P12830 P54136
P15880 Q9Y324
P98172 Q8NFA0
Q8N3G9 Q9P2E7
P03372 O15027
Q8ND94 O75431
Q99442 Q96GC9
Q9NWV8 Q9NRN7
P48307 P03952
Q6PCT2 Q96RN5
Q9UK80 O14980
Q96AT1 P05067
Q86UE4 P36578
A4D1S0 Q13332
O00468 P53396
Q96HY6 Q13573
Q96HA8 Q9H4I2
P27695 Q9BSF8
O60942 Q8IXW5
P08887 P41208
O75390 P20674
O15118 P13489
Q9HBL8 Q9Y2S7
P02746 Q8NBP7
Q96H20 Q08AM6
O43493 Q96HS1
O75319 Q9BYD1
P61353 P62249
P50914 Q9BRT6
Q05586 Q8TCU5
O15393 P47897
P04233 Q9H0Q3
Q9HCN8 Q24JP5
Q9Y2I2 P49902
Q8WVJ2 Q0ZGT2
P78357 P23467
Q92552 Q9H7H0
O15118 P62341
O43186 Q9NP98
Q9UHD9 P22413
Q15116 O95258
P04150 Q9H4L4
Q9UNS2 Q15370
Q9Y546 Q6UX71
Q8WWY8 O00462
O75319 Q96A35
O75319 Q8N5N7
Q96AG4 Q969N2
Q13361 P23142
Q96GW7 P98095
P03372 Q8N531
P55957 Q9UHD9
P58062 Q8N2G4
P26718 O43847
P09661 Q8TAQ2
Q9UHY8 Q8N8D1
P60484 Q9NZ01
Q96HE8 Q7Z2K6
O76024 P19429
P50914 Q9Y3B9
Q9UHD9 P39656
P42701 P29350
Q7L2J0 Q14232
Q96KC9 P48553
Q96AG4 P62081
Q8N668 Q9Y6G5
Q15762 Q68D91
Q92542 P78345
Q86YD3 O43405
Q9NQS1 P10415
Q9BSE2 Q8WZ42
Q96HY6 O14980
Q9P287 P49189
Q96AK3 Q9Y399
P78310 Q96J84
P23352 Q96PV6
P62241 Q9Y3B7
P04150 P40337
P47224 Q6YP21
Q02878 Q9UNX3
Q6ZMJ2 Q96HA8
P03372 Q16719
P55957 P10415
P29966 Q9UFF9
P04150 Q99638
P62244 P08865
Q8WXQ8 O95297
P14859 P04150
Q9H2X0 P04196
P13598 O75973
Q15526 O75390
O75390 Q9UGM6
Q9NRS4 Q9NPF0
Q8NE86 Q15070
P00742 P01008
O15205 P47897
P13473 Q02952
Q12824 P05114
P05981 Q9Y6A1
P46779 Q96CB9
O95298 Q8NBX0
Q96GX1 Q9NPA0
Q9Y6Y9 O00206
P98172 O14980
Q9H6D8 Q9H490
Q6ZYL4 P28715
Q96CF2 Q71UM5
Q96FJ2 Q8WUF8
Q969L2 P38646
Q9UHP7 Q9HC21
Q9Y5V3 Q12769
Q8WWF1 P01137
Q99608 P02788
O14980 O75688
Q13573 Q9UFC0
P60891 Q9NZD8
Q9BY84 Q9BY89
Q93096 P48147
Q9H3P2 Q8IZ63
Q13018 P14555
Q9Y4C4 Q5TGY3
Q92915 P05067
P82675 P82664
O00273 Q7Z6G3
P43897 O75380
P13489 Q9H0C8
Q9NQT5 Q969E8
Q86T26 Q8IV08
Q9HA82 Q14542
P04233 O95470
Q6PJF5 Q86UE4
P01871 O43422
Q9BSL1 Q96B67
Q8N766 P27797
Q02083 Q8IWF2
P46777 P15880
Q9HBL8 Q9NRZ5
Q99442 Q92604
P27487 O15145
P28068 P55061
Q7L2J0 Q6P1X5
P35680 Q8NHM5
P09211 Q53H82
Q9BVK2 Q9NQ88
P13489 Q15185
P20036 P98172
Q13601 Q96QD9
Q02543 Q03701
P60866 Q13895
Q9Y294 Q12824
O95831 P18031
Q96CM3 Q4U2R6
Q9H251 Q92824
O15393 P15151
Q9H668 Q96HA8
O95985 O95425
P38936 P55854
Q9Y2J2 O43491
P50222 P38936
Q02543 P00451
P27695 Q12789
O95147 Q9Y2R9
P06748 Q6IMN6
Q96DZ9 Q9UGH3
Q8TB96 O95831
P05067 P62081
P12110 P02751
O75390 O60783
Q7Z418 A0PJW6
P55854 P46776
Q96HA8 Q9UJ70
Q5BVD1 Q8NBZ7
Q96PH1 P42898
O15118 Q96S66
Q96PE5 Q9NRZ5
Q86T26 Q9BVV7
Q9Y6K5 Q9BRT6
Q9UMR5 P51571
Q5T700 Q9H7H0
P10275 Q969W9
Q5JST6 Q6PCT2
Q8N386 Q5SNT2
Q14738 O15144
O00220 Q5SWA1
Q16790 P78325
Q8TB22 O14561
O14735 Q9BVC3
Q8NBF2 O14732
Q9UNN5 Q13158
Q86WS5 Q9Y6A1
Q99943 P31941
O14980 Q9BZI7
Q6ZSA7 P13224
Q12805 P23142
P46379 Q07820
P13473 Q9ULF5
Q14627 Q13332
Q9HBV2 O95297
Q9UQV4 Q9NR82
O76036 Q8NBD8
P20933 P11717
Q92542 P11387
Q96CF2 Q14766
Q9ULY5 P14314
Q9Y2I6 Q92552
Q96CM3 Q9Y676
P13473 P02749
Q99608 P08243
Q2NKQ1 Q15198
Q13158 Q8IVM0
Q9BZR8 Q9BRK5
P16410 O95297
P05161 Q9P2J5
Q9NVH0 P51398
Q99442 Q8NE86
Q9P032 O75439
Q96JC9 Q9UHB7
Q9H0A8 Q9NPD3
Q96CF2 P54136
O75152 Q15459
Q86YD3 P51688
Q9BY67 Q9Y2J2
Q8N6Y2 Q07021
P06748 Q13895
Q9HC73 Q8TB96
Q9H2U2 Q96CM8
Q12888 O15355
P11686 Q8WTV0
Q96DP5 Q9Y6G3
Q92542 Q9Y3C1
Q92844 P36952
P08247 P39905
Q9H7H0 P10909
O75147 Q00975
Q9UJV8 O15234
Q9Y253 Q12891
Q9Y5W5 Q9Y697
O15393 Q5BJH2
P35070 Q9UI10
Q5TFE4 P38646
Q9UQV4 Q9Y2I1
P54922 Q8IZH2
Q8WWF1 P78357
P43897 Q9BRJ2
Q96MM6 Q15293
Q9H9Y2 O76021
Q9UNE0 Q7Z7A3
A8MVS5 Q9HAV4
Q53RD9 P00738
Q53EV4 P10747
Q96B36 Q8IWE2
Q93009 Q9HCI5
Q30201 Q9P2B2
Q96GX1 Q14739
